target_order,norm_class,closure_symmetry,left_boundary_order,right_boundary_order,left_rows,right_rows,left_support_profile,right_support_profile,norm_bandwidth,objective,l1_weight,moment_weight,margin_weight,min_norm_margin,coefficient_bound,extra_moment_degree,design_meshes,spectral_radius_cap,q_condition_cap,mixed_pde_error_cap,minimum_rate_ratio,program_id,hard_pass_all,mixed_pde_rate,rate_pass,utility,objective_value,LP_norm_margin,LP_equality_residual,variable_count,equation_count,cells,structural_pass,spectral_pass,pde_pass,egd_residual,moment_residual,minimum_Q_eigenvalue,minimum_P_eigenvalue,scaled_spectral_radius,q_condition_bound,scaled_condition,first_mode_rel_error,max_first_modes_rel_error,extra_low_modes,nonreal,low_pde_error,mixed_pde_error,compile_success,preflight_reject,solver_time_s,error,canonical_hash,strategy,seed,budget_step,preflight_resamples,best_so_far,seed_auc,preflight_rejections_in_arm,preflight_violations,binding_group,group_minimum_violation,feasible_without_positive_norm_margin,infeasibility_interpretation,infeasibility_diagnostic_error,archive_condition,model_id,role,hypothesis,rationale,input_tokens,output_tokens,api_latency_s,repair_index,refined_previous,refinement_eligible,predicted_hard_pass,predicted_primary_metric,predicted_primary_value,evidence_eligible,external_pass
8,block_psd,asymmetric,5,2,11,5,"(20, 16, 20, 23, 22, 18, 18, 22, 18, 16, 13)","(21, 24, 20, 16, 20)",1,min_l1,3.626277660621031,0.0626793098963413,0.0104359138758203,0.0003093798859703,640.7232290500322,1,"(52, 68)",14.998640037013224,14.877447350960583,1.8538239297211157e-11,0.9192037223800512,prog_k8_block_psd_asymmetric_min_l1_c349ca0b67b2,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,1.2638321039999028,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 9.570e-03,,uniform_random,0,11,0.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 0.0095703125, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
8,block_psd,reflection,3,3,7,7,"(23, 19, 19, 15, 19, 15, 11)","(23, 19, 19, 15, 19, 15, 11)",2,min_next_moment,0.0323484686338608,1.335052824311154,0.0492908475813524,1.96982411757917e-09,1184.241908856486,2,"(50, 52)",14.699650076192878,7.22339537204985,3.1947739384638484e-11,0.9136837393289772,prog_k8_block_psd_reflection_min_next_moment_625a31a6bba4,False,4.681479973597134,True,-1.2,0.0493116493995613,1.96982411757917e-09,1.346762701359694e-10,413.0,996.0,160.0,True,False,False,1.254676362805185e-10,1.240550773218274e-09,0.0022249057512173,0.001240065599714,16493980.649063287,2.5117875563650367,1671189.0022004396,3.8304253214940395e-07,3.8304253214940395e-07,0.0,0.0,1.0347359797343538e-09,1.193868379426121e-07,True,False,0.1162341509999578,,4507bdae59507624b24ff39498ba7e8251f214451bcf3480335e098c2e4d6f12,uniform_random,0,12,0.0,1.3486256647948418,0.7326499623439012,36,,,,,,,,,,,,,,,,,,,,,,False
6,block_psd,reflection,4,4,7,7,"(9, 13, 13, 14, 13, 9, 11)","(9, 13, 13, 14, 13, 9, 11)",3,min_l1,0.0478272405892567,7.705204768666169,0.2380026030254345,0.0355807508810504,2.6464478731002603,2,"(36, 52)",4.445054499156308,21.47282954068937,2.6458157795988443e-10,0.8264201812930485,prog_k6_block_psd_reflection_min_l1_928fac93722f,False,5.870804934306793,True,-1.2,20.64081119391156,0.0355807508810504,4.2743586448068527e-14,403.0,740.0,160.0,True,False,False,5.551115123125784e-16,1.5631940186722204e-13,0.0010972373702757,0.0014121174357402,7.567872533342737,2.631918251993725,0.7667858021945612,7.017113937627994e-10,4.372930355642744e-07,0.0,0.0,1.2962654627016535e-09,1.8901911235471653e-06,True,False,0.2680878520000078,,37d3f623af4007f25534265c6bad2953422c52bc61d8fe3564bef2231c659f2b,uniform_random,0,13,2.0,1.3486256647948418,0.7326499623439012,36,,,,,,,,,,,,,,,,,,,,,,True
6,block_psd,asymmetric,4,3,12,6,"(7, 11, 15, 15, 16, 12, 16, 12, 8, 12, 13, 17)","(21, 23, 19, 16, 20, 16)",4,max_margin,0.0651771785033268,3.593950744979308,0.8924671848778061,2.9367204845594976e-08,1257.2266759582658,2,"(50, 52)",19.724223123106647,7.20201920230307,0.0016186756661583,0.2645416313610194,prog_k6_block_psd_asymmetric_max_margin_e962dd787873,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,1.1036199559999886,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 4.687e-03,,uniform_random,0,14,0.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 0.0046875, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
6,block_psd,asymmetric,3,4,12,6,"(10, 10, 14, 18, 14, 10, 14, 17, 19, 17, 19, 22)","(8, 12, 16, 20, 22, 18)",1,hybrid,0.7352437389792592,5.448987140160803,6.715550154257307,0.0016604102544836,5.774790680630734,1,"(48, 52)",13.85986800475282,3.486690235662768,1.7245491108011472e-08,0.4238281766236274,prog_k6_block_psd_asymmetric_hybrid_90d074422cda,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,1.1849855209999305,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 1.716e-05,,uniform_random,0,15,0.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 7.770208097191426e-06, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
6,block_psd,reflection,3,3,10,10,"(11, 15, 12, 16, 20, 22, 21, 17, 16, 20)","(11, 15, 12, 16, 20, 22, 21, 17, 16, 20)",4,min_l1,0.020115629710557,1.5955434397317605,3.431067348171162,7.982645038312553e-08,7.60772217111248,1,"(48, 52)",18.70703982780637,3.799113772635371,0.0009089864052705,0.3396932222163865,prog_k6_block_psd_reflection_min_l1_c17f3e02168e,False,6.893216556968217,True,-1.5,15.324664163447943,7.982645038312553e-08,4.6629367034256575e-14,821.0,1280.0,160.0,True,False,False,2.220446049250313e-16,2.113864638886298e-13,4.989153145780685e-10,4.3045948171676284e-10,6.165803174367073,5975.484167517305,130113.88090510336,2.555845466667109e-07,0.0001216246587345,4.0,0.0,0.0205871430464844,31.647886864362462,True,False,0.307951700999979,,50b60b87dc543403102dda2575745514657aeaf32493b20fe5ab8690cd3ae4e3,uniform_random,0,16,1.0,1.3486256647948418,0.7326499623439012,36,,,,,,,,,,,,,,,,,,,,,,False
6,diagonal,asymmetric,3,3,6,5,"(17, 14, 18, 14, 10, 13)","(15, 19, 23, 19, 15)",4,min_l1,0.0217395152255252,0.1647210340990649,4.051176330357714,8.805324077710481e-07,3703.035073562072,2,"(50, 52)",10.793883118954136,3.1959956189586824,0.0011474992451946,0.8942005180032749,prog_k6_diagonal_asymmetric_min_l1_6fd8d044104d,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,0.4327227210000046,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 4.436e-05,,uniform_random,0,17,2.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 1.5691377392563e-05, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
8,block_psd,reflection,2,2,9,9,"(16, 12, 11, 15, 16, 15, 15, 19, 16)","(16, 12, 11, 15, 16, 15, 15, 19, 16)",4,min_l1,0.0013498620857224,0.0347542771128502,2.084184285205843,1.37631735132602e-10,246.40374343467772,1,"(42, 52)",7.0602682494087485,34.14454774747426,1.8755673362595253e-07,0.7990799390767672,prog_k8_block_psd_reflection_min_l1_7ad06c5f5d55,False,,False,-2.0,9.39592259027672,1.37631735132602e-10,5.3290705182007506e-15,663.0,972.0,160.0,False,False,False,9.922618282587337e-16,9.868138803881266e-05,-8.601992441434525e-13,-2.401061319555592e-12,7.1953506142021855,inf,948402.1195549462,0.0001022204728507,0.0027537366108076,12.0,0.0,inf,inf,True,False,0.1126676830000406,,19b19fd9be6ea935d0473d1d90962cc1300697315696bd6e36313856e38b48ad,uniform_random,0,18,0.0,1.3486256647948418,0.7326499623439012,36,,,,,,,,,,,,,,,,,,,,,,False
6,diagonal,reflection,3,3,5,5,"(18, 21, 17, 15, 11)","(18, 21, 17, 15, 11)",2,hybrid,3.384906274875794,0.4453538541291883,1.3130706155360623,1.15473044272026e-06,1850.657342081074,2,"(46, 52)",16.22655518854188,3.0640629154070007,1.859401008511266e-12,0.9082530782913107,prog_k6_diagonal_reflection_hybrid_07217184e8b9,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,0.3792173230000344,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 3.833e-05,,uniform_random,0,19,1.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 1.8532613408471195e-05, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
6,block_psd,asymmetric,2,2,11,10,"(13, 9, 9, 11, 13, 17, 13, 16, 20, 20, 16)","(12, 14, 17, 17, 21, 22, 20, 16, 17, 13)",2,max_margin,0.0116304461532563,0.0157992162909114,0.0133252529389373,9.431376015357744e-06,9.735331279209984,3,"(48, 52)",18.667435862613445,1.983662507431964,1.1044312790260496e-11,1.2206780583272026,prog_k6_block_psd_asymmetric_max_margin_d1ff511a07f3,False,3.935130166422238,True,-1.5,-0.0114583966138215,0.8620253164556964,3.5527136788005016e-14,1491.0,1136.0,160.0,True,False,False,2.358352168910634e-16,1.8207657603852567e-14,0.003125,0.0053876582278481,6.165781204681186,3.541325007655973,136206.943841353,2.7864797356891152e-05,0.0004909367164535,8.0,0.0,0.2400184433123507,364.4492605578193,True,False,0.2819256940000514,,4bf0172c6477df3f69bee4594cc0f33cd418c1739251472986ed80d99eac60a0,uniform_random,0,20,6.0,1.3486256647948418,0.7326499623439012,36,,,,,,,,,,,,,,,,,,,,,,False
6,diagonal,asymmetric,2,4,12,10,"(9, 8, 12, 16, 20, 16, 14, 14, 18, 14, 18, 14)","(12, 16, 12, 16, 12, 16, 12, 16, 16, 20)",2,min_next_moment,0.0328541862482587,0.0588461572193161,0.0832798486756541,1.1149707652076427e-05,1757.6157631927642,1,"(44, 52)",4.65219723693783,2.3785320483755834,9.935153185333717e-12,0.5833434140297783,prog_k6_diagonal_asymmetric_min_next_moment_0156dc642386,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,0.6752679280000393,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 4.687e-03,,uniform_random,0,21,0.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 0.0046875, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
6,block_psd,asymmetric,3,2,7,5,"(13, 14, 18, 22, 18, 14, 18)","(23, 19, 22, 20, 16)",1,max_margin,0.0011759582571362,0.0245167526055641,0.0599474507531388,0.0067737268798198,31.62416073538198,3,"(50, 52)",11.736408659213058,1.6371521398545594,1.7118320222671662e-06,0.3459945339433834,prog_k6_block_psd_asymmetric_max_margin_086723a8a34c,False,4.445178371423837,True,-1.5,-0.0323918342270198,0.5408541985994484,1.454392162258955e-14,933.0,892.0,160.0,True,False,False,2.220446049250313e-16,1.2878587085651816e-14,0.003125,0.0033803387412465,6.165923123177368,2.210479568448199,0.624739326022779,1.115560937168301e-06,1.581659327874623e-05,2.0,0.0,2.9107981171883844e-06,0.0001598599638722,True,False,0.2719427890000361,,f973b3aea3ef13161a0dedbed73058305a27585918c47180a32a17a90d568720,uniform_random,0,22,2.0,1.3486256647948418,0.7326499623439012,36,,,,,,,,,,,,,,,,,,,,,,False
8,diagonal,reflection,5,5,11,11,"(12, 16, 12, 16, 18, 22, 18, 14, 10, 10, 14)","(12, 16, 12, 16, 18, 22, 18, 14, 10, 10, 14)",2,min_l1,2.8966785560343564,1.7064532865985742,0.040076712583489,5.798313101160366e-10,8.756050574820415,2,"(48, 52)",9.723970233161578,46.12794278210695,1.4509393984485118e-07,0.8047497004438227,prog_k8_diagonal_reflection_min_l1_bb7dab4ae719,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,0.5991943700000775,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 7.975e-02,,uniform_random,0,23,0.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 0.07975260416666667, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
8,block_psd,reflection,5,5,12,12,"(17, 14, 17, 18, 14, 10, 14, 11, 15, 17, 13, 17)","(17, 14, 17, 18, 14, 10, 14, 11, 15, 17, 13, 17)",1,max_margin,0.3511652245920675,3.3393615714194564,0.0725021487108748,4.92013487018227e-06,4503.810659586,2,"(44, 52)",7.307557247335469,85.70089353644734,5.791959062161864e-09,1.0742024408289297,prog_k8_block_psd_reflection_max_margin_d92c9d32581f,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,1.0541514029999917,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 9.570e-03,,uniform_random,0,24,2.0,1.3486256647948418,0.7326499623439012,36,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 0.0095703125, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
8,block_psd,asymmetric,4,2,11,8,"(16, 19, 21, 22, 18, 18, 21, 17, 14, 18, 18)","(17, 19, 17, 21, 21, 17, 13, 17)",4,max_margin,1.4073034949756835,0.0375706559100483,2.553244960601731,5.271270882514465e-09,4.082527868824285,3,"(48, 52)",17.683631588593123,52.79186349061584,0.0043843787138347,0.7219097193587902,prog_k8_block_psd_asymmetric_max_margin_f319c6bda734,False,5.447074244111148,True,-1.5,-1.491380229431225,0.5841336256186022,6.45172804070171e-12,1639.0,1322.0,160.0,True,False,False,2.8310687127941488e-15,4.433786671143025e-12,0.003125,0.0036508351601162,6.617012571992454,5.115300177713447,1022.511328455365,1.2446098093698577e-05,0.0003561483975707,3.0,0.0,0.0006382350771373,2.496222477102622,True,False,0.5680189509999991,,eb935a065f303bc2d58370ea226a9c4ec05023501eefb986ef2c0446a4286ee2,uniform_random,1,1,2.0,-1.5,-1.2065217391304346,37,,,,,,,,,,,,,,,,,,,,,,False
6,diagonal,asymmetric,2,2,6,4,"(10, 14, 12, 10, 12, 16)","(12, 16, 17, 13)",4,hybrid,1.4606151221241703,1.8958566734036228,0.6179640226627929,0.0181647872024263,715.7070143885368,3,"(38, 52)",12.005702891789936,1.4261579164782094,2.3601602840869706e-07,0.4628309953403343,prog_k6_diagonal_asymmetric_hybrid_d4baccb4a977,False,4.03885753766092,True,-1.2,55.4029536082693,0.0181647872024263,1.915134717478395e-14,669.0,544.0,160.0,True,False,False,1.890154699424329e-14,2.4868995751603507e-14,0.0001135299200151,0.0001135299200151,26.05750936134336,10.473997709110948,2.6401776684976337,8.622515333459007e-09,4.9580885362359655e-06,0.0,0.0,1.639248780796068e-06,5.85321244902613e-05,True,False,0.3774586179999915,,7569b80a4a13d6a4f5c14a351dcfd62663eb0da5a09dacd1e52313daaaf3cb2a,uniform_random,1,2,3.0,-1.2,-1.2065217391304346,37,,,,,,,,,,,,,,,,,,,,,,False
8,block_psd,asymmetric,3,4,8,6,"(20, 24, 24, 20, 16, 20, 19, 21)","(22, 18, 22, 19, 19, 15)",1,min_l1,0.1035647117572466,0.0112245377505141,0.3024925477857674,0.0555118525636356,23.08695700841115,2,"(52, 68)",11.08462224112792,2.6215737829604446,0.0090162984514388,0.266827284680213,prog_k8_block_psd_asymmetric_min_l1_cc7f896ae9f2,False,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,False,False,2.1630079159999696,InfeasibleProgram: LP infeasible: The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None); equality residual 2.720e-06,,uniform_random,1,3,1.0,-1.2,-1.2065217391304346,37,,extended_gauss,"{""derivative_boundary_moments"": 0.0, ""extended_gauss"": 1.5608614347931462e-06, ""gradient_boundary_moments"": 0.0}",False,the algebraic system itself is inconsistent for this structure,,,,,,,,,,,,,,,,,False
